"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Melanocerite-(Ce)","Melanocerite-(Ce)","Melanocerite-(Ce)","Ce5(SiO4,BO4)3(OH,O)","Ce5(SiO4,BO4)3(OH,O)","Ce_5_(SiO_4_,BO_4_)_3_(OH,O)","Ce_5_(SiO_4_,BO_4_)_3_(OH,O)","Ce<sub>5</sub>(SiO<sub>4</sub>,BO<sub>4</sub>)<sub>3</sub>(OH,O)","Ce<sub>5</sub>(SiO<sub>4</sub>,BO<sub>4</sub>)<sub>3</sub>(OH,O)","Ce Si O B H","IMA1987 s.p.","","4945","Norway","1887","Questionable mineral species|Approved","Apatite","tritomite","Brögger W C (1887) Forelöbig meddelelse om mineralerne på de sydnorske augit- og nefelinsyeniters grovkornige gange. Geologiska Föreningens i Stockholm Förhandlingar 9, 247-274

Name changed from melanocerite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042

Mineral is equal to tritomite-(Ce), so the name of melanocerite-(Ce) is discredited:
Pasero M, Kampf A R, Ferraris C, Pekov I V, Rakovan J R, White T J (2010) Nomenclature of the apatite supergroup minerals, European Journal of Mineralogy 22, 163-179","","390","Ce Si O B H"
"Melanophlogite","Melanophlogite","Melanophlogite","C2H17O5·Si46O92","C2H17O5·Si46O92","C_2_H_17_O_5_·Si_46_O_92_","C_2_H_17_O_5_·Si_46_O_92_","C<sub>2</sub>H<sub>17</sub>O<sub>5</sub>·Si<sub>46</sub>O<sub>92</sub>","C<sub>2</sub>H<sub>17</sub>O<sub>5</sub>·Si<sub>46</sub>O<sub>92</sub>","C H O Si","IMA1962 s.p.","R060863 R110071","3079","Italy","1962","Approved|Redefined"," "," ","Redefined:
Skinner B J, Appleman D E (1963) Melanophlogite, a cubic polymorph of silica, American Mineralogist 48, 854-867","cubic|tetragonal","411","C H O Si"
"Meliphanite","Meliphanite","Meliphanite","Ca4(Na,Ca)4Be4AlSi7O24(F,O)4","Ca4(Na,Ca)4Be4AlSi7O24(F,O)4","Ca_4_(Na,Ca)_4_Be_4_AlSi_7_O_24_(F,O)_4_","Ca_4_(Na,Ca)_4_Be_4_AlSi_7_O_24_(F,O)_4_","Ca<sub>4</sub>(Na,Ca)<sub>4</sub>Be<sub>4</sub>AlSi<sub>7</sub>O<sub>24</sub>(F,O)<sub>4</sub>","Ca<sub>4</sub>(Na,Ca)<sub>4</sub>Be<sub>4</sub>AlSi<sub>7</sub>O<sub>24</sub>(F,O)<sub>4</sub>","Ca Na Be Al Si O F","","R060786","3087","Norway","1852","Grandfathered|Approved"," "," ","Originally named melinophan:
Scheerer T (1852) Melinophan, eine neue mineralspecies, Journal für Praktische Chemie 55, 449-451","tetragonal","2680","Ca Na Be Al Si O F"
"Melonite","Melonite","Melonite","NiTe2","NiTe2","NiTe_2_","NiTe_2_","NiTe<sub>2</sub>","NiTe<sub>2</sub>","Ni Te","","","3090","USA","1868","Grandfathered|Approved","Melonite","melonite","Genth F A (1868) Contributions to mineralogy - No. VII, The American Journal of Science and Arts 95, 305-321","hexagonal","3100","Ni Te"
"Meneghinite","Meneghinite","Meneghinite","Pb2+13Cu1+Sb3+7S2-24","Pb13CuSb7S24","Pb^2+^_13_Cu^1+^Sb^3+^_7_S^2-^_24_","Pb_13_CuSb_7_S_24_","Pb<sup>2+</sup><sub>13</sub>Cu<sup>1+</sup>Sb<sup>3+</sup><sub>7</sub>S<sup>2-</sup><sub>24</sub>","Pb<sub>13</sub>CuSb<sub>7</sub>S<sub>24</sub>","Pb Cu Sb S","","R050444 R070093","3095","Italy","1852","Grandfathered|Approved","Meneghinite","aikinite","Meneghini G (1852) Mineralogical notes, The American Journal of Science and Arts 14, 60-65","orthorhombic","3200","Pb^2+ Cu^1+ Sb^3+ S^2-"
"Mercury","Mercury","Mercury","Hg","Hg","Hg","Hg","Hg","Hg","Hg","","R070277","3098","unknown","0","Grandfathered|Approved"," "," ","Mineral name has been known since antiquity and predates any formal descriptive publication","","2900","Hg"
"Merenskyite","Merenskyite","Merenskyite","PdTe2","PdTe2","PdTe_2_","PdTe_2_","PdTe<sub>2</sub>","PdTe<sub>2</sub>","Pd Te","IMA1965-016","","3101","South Africa","1965","Approved","Melonite","melonite","Kingston G A (1966) The occurence of platinoid bismuthotellurides in the Merensky Reef at Rustenburg platinum mine in the western Bushveld, Mineralogical Magazine 35, 815-835","hexagonal","3254","Pd Te"
"Merlinoite","Merlinoite","Merlinoite","K5Ca2(Si23Al9)O64·24H2O","K5Ca2(Si23Al9)O64·24H2O","K_5_Ca_2_(Si_23_Al_9_)O_64_·24H_2_O","K_5_Ca_2_(Si_23_Al_9_)O_64_·24H_2_O","K<sub>5</sub>Ca<sub>2</sub>(Si<sub>23</sub>Al<sub>9</sub>)O<sub>64</sub>·24H<sub>2</sub>O","K<sub>5</sub>Ca<sub>2</sub>(Si<sub>23</sub>Al<sub>9</sub>)O<sub>64</sub>·24H<sub>2</sub>O","K Ca Si Al O H","IMA1976-046","R130095","3102","Italy","1976","Approved"," ","zeolite","Passaglia E, Pongiluppi D, Rinaldi R (1977) Merlinoite, a new mineral of the zeolite group, Neues Jahrbuch für Mineralogie, Monatshefte 1977, 355-364","orthorhombic","413.6","K Ca Si Al O H"
"Merrihueite","Merrihueite","Merrihueite","(K,Na)2(Fe2+,Mg)5Si12O30","(K,Na)2(Fe2+,Mg)5Si12O30","(K,Na)_2_(Fe^2+^,Mg)_5_Si_12_O_30_","(K,Na)_2_(Fe^2+^,Mg)_5_Si_12_O_30_","(K,Na)<sub>2</sub>(Fe<sup>2+</sup>,Mg)<sub>5</sub>Si<sub>12</sub>O<sub>30</sub>","(K,Na)<sub>2</sub>(Fe<sup>2+</sup>,Mg)<sub>5</sub>Si<sub>12</sub>O<sub>30</sub>","K Na Fe Mg Si O","IMA1965-020","","3103","Romania","1965","Approved","Milarite","milarite","Dodd R T, Van Schmus W R, Marvin U B (1965) Merrihueite, a new alkali-ferromagnesian silicate from the Mezo-Madaras chondrite, Science 149, 972-974","hexagonal","","K Na Fe^2+ Mg Si O"
"Merrillite","Merrillite","Merrillite","Ca9NaMg(PO4)7","Ca9NaMg(PO4)7","Ca_9_NaMg(PO_4_)_7_","Ca_9_NaMg(PO_4_)_7_","Ca<sub>9</sub>NaMg(PO<sub>4</sub>)<sub>7</sub>","Ca<sub>9</sub>NaMg(PO<sub>4</sub>)<sub>7</sub>","Ca Na Mg P O","IMA1976 s.p.","R150063","5059","Italy (meteorite) / India (meteorite) / Poland (meteorite) / USA (meteorite)","1917","Approved|Redefined","Cerite"," ","Wherry E T (1917) Merrillite, meteoritic calcium phosphate, American Mineralogist 2, 119-119","hexagonal","4700","Ca Na Mg P O"
"Mertieite-I","Mertieite-I","Mertieite-I","Pd5+x(Sb,As)2-x (x = 0.1-0.2)","Pd5+x(Sb,As)2-x (x = 0.1-0.2)","Pd_5+x_(Sb,As)_2-x_ (x = 0.1-0.2)","Pd_5+x_(Sb,As)_2-x_ (x = 0.1-0.2)","Pd<sub>5+x</sub>(Sb,As)<sub>2-x</sub> (x = 0.1-0.2)","Pd<sub>5+x</sub>(Sb,As)<sub>2-x</sub> (x = 0.1-0.2)","Pd Sb As","IMA1971-016","","3104","USA","1971","Approved|Redefined"," "," ","Originally named mertieite:
Desborough G A, Finney J J, Leonard B F (1973) Mertieite, a new palladium mineral from Goodnews Bay, Alaska, American Mineralogist 58, 1-10

Redefined and renamed:
Cabri L J, Laflamme J H G, Stewart J M, Rowland J F, Chen T T (1975) New data on some palladium arsenides and antimonides, The Canadian Mineralogist 13, 321-335 ","monoclinic","2254","Pd Sb As"
"Mertieite-II","Mertieite-II","Mertieite-II","Pd8Sb2.5As0.5","Pd8Sb2.5As0.5","Pd_8_Sb_2.5_As_0.5_","Pd_8_Sb_2.5_As_0.5_","Pd<sub>8</sub>Sb<sub>2.5</sub>As<sub>0.5</sub>","Pd<sub>8</sub>Sb<sub>2.5</sub>As<sub>0.5</sub>","Pd Sb As","","","3105","USA","1973","Grandfathered|Approved","Stillwaterite"," ","Originally named mertierite:
Desborough G A, Finney J J, Leonard B F (1973) Mertieite, a new palladium mineral from Goodnews Bay, Alaska, American Mineralogist 58, 1-10

Redefined and renamed:
Cabri L J, Laflamme J H G, Stewart J M, Rowland J F, Chen T T (1975) New data on some palladium arsenides and antimonides, The Canadian Mineralogist 13, 321-335

Chemical formula revised from Pd_8_(Sb,As)_3_:
Karimova O V, Zolotarev A A, Evstigneeva T L, Johanson B S (2018) Mertieite-II, Pd_8_Sb_2.5_As_0.5_, crystal-structure refinement and formula revision. Mineralogical Magazine 82, S247-S257","hexagonal","3254","Pd Sb As"
"Merwinite","Merwinite","Merwinite","Ca3Mg(SiO4)2","Ca3Mg(SiO4)2","Ca_3_Mg(SiO_4_)_2_","Ca_3_Mg(SiO_4_)_2_","Ca<sub>3</sub>Mg(SiO<sub>4</sub>)<sub>2</sub>","Ca<sub>3</sub>Mg(SiO<sub>4</sub>)<sub>2</sub>","Ca Mg Si O","","R070195","3106","USA","1921","Grandfathered|Approved"," "," ","Larsen E S, Foshag W F (1921) Merwinite, a new calcium magnesium orthosilicate from Crestmore, California, American Mineralogist 6, 143-148","monoclinic","794","Ca Mg Si O"
"Mesolite","Mesolite","Mesolite","Na2Ca2(Si9Al6)O30·8H2O","Na2Ca2(Si9Al6)O30·8H2O","Na_2_Ca_2_(Si_9_Al_6_)O_30_·8H_2_O","Na_2_Ca_2_(Si_9_Al_6_)O_30_·8H_2_O","Na<sub>2</sub>Ca<sub>2</sub>(Si<sub>9</sub>Al<sub>6</sub>)O<sub>30</sub>·8H<sub>2</sub>O","Na<sub>2</sub>Ca<sub>2</sub>(Si<sub>9</sub>Al<sub>6</sub>)O<sub>30</sub>·8H<sub>2</sub>O","Na Ca Si Al O H","IMA1997 s.p.","R040139 R040140 R050013","3107","Iceland ?","1813","Approved"," ","zeolite","Gehlen A F, Fuchs J N (1813) Ueber Werner's zeolith, Hauy's mesotype und stilbite, Journal für Chemie und Physik 8, 353-366","orthorhombic","2100","Na Ca Si Al O H"
"Messelite","Messelite","Messelite","Ca2Fe2+(PO4)2·2H2O","Ca2Fe2+(PO4)2·2H2O","Ca_2_Fe^2+^(PO_4_)_2_·2H_2_O","Ca_2_Fe^2+^(PO_4_)_2_·2H_2_O","Ca<sub>2</sub>Fe<sup>2+</sup>(PO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Ca<sub>2</sub>Fe<sup>2+</sup>(PO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Ca Fe P O H","","","3108","Germany","1890","Approved","Fairfieldite","fairfieldite","Muthmann W (1890) Messelit, ein neues mineral, Zeitschrift für Krystallographie und Mineralogie 17, 93-94","triclinic","2046","Ca Fe^2+ P O H"
"Metacinnabar","Metacinnabar","Metacinnabar","Hg2+S2-","HgS","Hg^2+^S^2-^","HgS","Hg<sup>2+</sup>S<sup>2-</sup>","HgS","Hg S","","R060950 R180027","3118","USA","1870","Grandfathered|Approved","Sphalerite","sphalerite","Originally named metazinnober:
Moore G E (1870) Ueber das Vorkommen des amorphen Quecksilbersulfids in der Natur, Journal für Praktische Chemie 110, 319-329","cubic","2900","Hg^2+ S^2-"
"Metastibnite","Metastibnite","Metastibnite","Sb3+2S2-3","Sb2S3","Sb^3+^_2_S^2-^_3_","Sb_2_S_3_","Sb<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>3</sub>","Sb<sub>2</sub>S<sub>3</sub>","Sb S","","R060755","3134","USA","1888","Grandfathered|Approved","Stibnite"," ","Hunt S (1888) The classification and nomenclature of metalline minerals. Proceedings of the American Philosophical Society 25, 170-180","amorphous","2000","Sb^3+ S^2-"
"Meyerhofferite","Meyerhofferite","Meyerhofferite","CaB3O3(OH)5·H2O","CaB3O3(OH)5·H2O","CaB_3_O_3_(OH)_5_·H_2_O","CaB_3_O_3_(OH)_5_·H_2_O","CaB<sub>3</sub>O<sub>3</sub>(OH)<sub>5</sub>·H<sub>2</sub>O","CaB<sub>3</sub>O<sub>3</sub>(OH)<sub>5</sub>·H<sub>2</sub>O","Ca B O H","","R050671","3150","USA","1914","Grandfathered|Approved"," "," ","Schaller W T (1914) Mineralogical notes, Journal of the Washington Academy of Sciences 4, 354-356","triclinic","19","Ca B O H"
"Mgriite","Mgriite","Mgriite","Cu3AsSe3","Cu3AsSe3","Cu_3_AsSe_3_","Cu_3_AsSe_3_","Cu<sub>3</sub>AsSe<sub>3</sub>","Cu<sub>3</sub>AsSe<sub>3</sub>","Cu As Se","IMA1980-100","","3152","Germany","1980","Approved","Diamond"," ","Dymkov Y M, Loseva T I, Zav´yalov E N, Ryzhov B I, Bochek L I (1982) Mgriite, (Cu,Fe)_3_AsSe_3_, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 111(2), 215-219

Chemical formula changed from (Cu,Fe)_3_AsSe_3_:
Miyawaki R, Hatert F, Pasero M, Mills S J (2019) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 50. New minerals and nomenclature modifications approved in 2019. Mineralogical Magazine 83, 615-620","cubic","190","Cu As Se"
"Miargyrite","Miargyrite","Miargyrite","Ag1+Sb3+S2-2","AgSbS2","Ag^1+^Sb^3+^S^2-^_2_","AgSbS_2_","Ag<sup>1+</sup>Sb<sup>3+</sup>S<sup>2-</sup><sub>2</sub>","AgSbS<sub>2</sub>","Ag Sb S","","R050440 R050480","3153","Germany","1829","Grandfathered|Approved"," "," ","Rose H (1829) Ueber die in der Natur vorkommenden nicht oxydirten Verbindungen des Antimons und des Arseniks, Annalen der Physik und Chemie 15, 451-476","monoclinic","2716","Ag^1+ Sb^3+ S^2-"
"Michenerite","Michenerite","Michenerite","PdBiTe","PdBiTe","PdBiTe","PdBiTe","PdBiTe","PdBiTe","Pd Bi Te","IMA1971-006a","","3156","Canada","1958","Approved|Redefined","Ullmannite","cobaltite","Hawley J E, Berry L G (1958) Michenerite and froodite, palladium bismuthide minerals, The Canadian Mineralogist 6, 200-209

Chemical formula redefined:
Cabri L J, Harris D C, Gait R I (1973) Michenerite (PdBiTe) redefined and froodite (PdBi_2_) confirmed from the Sudbury area, The Canadian Mineralogist 11, 903-912","cubic","3100","Pd Bi Te"
"Microcline","Microcline","Microcline","KAlSi3O8","K(AlSi3O8)","KAlSi_3_O_8_","K(AlSi_3_O_8_)","KAlSi<sub>3</sub>O<sub>8</sub>","K(AlSi<sub>3</sub>O<sub>8</sub>)","K Al Si O","","R040154 R050054 R050150 R050193 R120005 R150015","3157","Norway","1830","Grandfathered|Approved","Feldspar","feldspar","Originally named Mikroklin:
Breithaupt A (1830) Ueber die Felsite und einige deue Specien ihres Geschlechts, Journal für Chemie und Physik 60, 316-330","triclinic","3293","K Al Si O"
"Microsommite","Microsommite","Microsommite","[(Na,K)6(S6+O4)][Ca2Cl2][(Si6Al6O24)]","[(Na,K)6(SO4)][Ca2Cl2][(Si6Al6O24)]","[(Na,K)_6_(S^6+^O_4_)][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]","[(Na,K)_6_(SO_4_)][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]","[(Na,K)<sub>6</sub>(S<sup>6+</sup>O<sub>4</sub>)][Ca<sub>2</sub>Cl<sub>2</sub>][(Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)]","[(Na,K)<sub>6</sub>(SO<sub>4</sub>)][Ca<sub>2</sub>Cl<sub>2</sub>][(Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)]","Na K S O Ca Cl Si Al","","R100090","3159","Italy","1872","Grandfathered|Approved","Cancrinite-sodalite","cancrinite-sodalite-cancrinite subgroup","Scacchi A (1872) Notizie preliminari di alcune specie mineralogiche rinvenute nel Vesuvio dopo l'incendio di aprile 1872, Rendiconto dell'Accademia delle Scienze Fisiche e Matematiche (sezione della Societa reale di Napoli) 11, 210-213","hexagonal","","Na K S^6+ O Ca Cl Si Al"
"Miharaite","Miharaite","Miharaite","Pb2+Cu1+4Fe3+Bi3+S2-6","PbCu4FeBiS6","Pb^2+^Cu^1+^_4_Fe^3+^Bi^3+^S^2-^_6_","PbCu_4_FeBiS_6_","Pb<sup>2+</sup>Cu<sup>1+</sup><sub>4</sub>Fe<sup>3+</sup>Bi<sup>3+</sup>S<sup>2-</sup><sub>6</sub>","PbCu<sub>4</sub>FeBiS<sub>6</sub>","Pb Cu Fe Bi S","IMA1976-012","","3161","Japan","1976","Approved"," "," ","Sugaki A, Shima H, Kitakaze A (1980) Miharaite, Cu_4_FePbBiS_6_, a new mineral from the Mihara mine, Okayama, Japan, American Mineralogist 65, 784-788","orthorhombic","1022","Pb^2+ Cu^1+ Fe^3+ Bi^3+ S^2-"
"Milarite","Milarite","Milarite","KCa2(Be2AlSi12O30)·H2O","KCa2(Be2AlSi12)O30·H2O","KCa_2_(Be_2_AlSi_12_O_30_)·H_2_O","KCa_2_(Be_2_AlSi_12_)O_30_·H_2_O","KCa<sub>2</sub>(Be<sub>2</sub>AlSi<sub>12</sub>O<sub>30</sub>)·H<sub>2</sub>O","KCa<sub>2</sub>(Be<sub>2</sub>AlSi<sub>12</sub>)O<sub>30</sub>·H<sub>2</sub>O","K Ca Be Al Si O H","","R070373 R070464 R120135","3163","Switzerland","1870","Grandfathered|Approved","Milarite","milarite","Kenngott A (1870) Mittheilungen an Professor G. Leonhard, Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 1870, 80-81

Chemical composition determined:
Palache C (1931) On the presence of beryllium in milarite, American Mineralogist 16, 469-470","hexagonal","2700","K Ca Be Al Si O H"
"Millerite","Millerite","Millerite","NiS","NiS","NiS","NiS","NiS","NiS","Ni S","","R060898 R070323 R080122","3164","Czech Republic","1845","Grandfathered|Approved","Millerite"," ","Haidinger W (1845) Zweite Klasse: Geogenide. XIII. Ordnung. Kiese. IV. Eisenkies. Millerit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 559-562","hexagonal","4000","Ni S"
"Minasgeraisite-(Y)","Minasgeraisite-(Y)","Minasgeraisite-(Y)","CaBe2Y2(SiO4)2O2","CaBe2Y2Si2O10","CaBe_2_Y_2_(SiO_4_)_2_O_2_","CaBe_2_Y_2_Si_2_O_10_","CaBe<sub>2</sub>Y<sub>2</sub>(SiO<sub>4</sub>)<sub>2</sub>O<sub>2</sub>","CaBe<sub>2</sub>Y<sub>2</sub>Si<sub>2</sub>O<sub>10</sub>","Ca Be Y Si O","IMA1983-090, IMA1987 s.p.","R120134","3169","Brazil","1983","Approved|Renamed","Gadolinite","gadolinite-datolite-gadolinite subgroup","Foord E E, Gaines R V, Crock J G, Simmons W B, Barbosa C P (1986) Minasgeraisite, a new member of the gadolinite group from Minas Gerais, Brazil, American Mineralogist 71, 603-607

Name changed from minasgeraisite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","monoclinic","1240","Ca Be Y Si O"
"Mineevite-(Y)","Mineevite-(Y)","Mineevite-(Y)","Na25BaY2(CO3)11(HCO3)4(S6+O4)2F2Cl","Na25BaY2(CO3)11(HCO3)4(SO4)2F2Cl","Na_25_BaY_2_(CO_3_)_11_(HCO_3_)_4_(S^6+^O_4_)_2_F_2_Cl","Na_25_BaY_2_(CO_3_)_11_(HCO_3_)_4_(SO_4_)_2_F_2_Cl","Na<sub>25</sub>BaY<sub>2</sub>(CO<sub>3</sub>)<sub>11</sub>(HCO<sub>3</sub>)<sub>4</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>F<sub>2</sub>Cl","Na<sub>25</sub>BaY<sub>2</sub>(CO<sub>3</sub>)<sub>11</sub>(HCO<sub>3</sub>)<sub>4</sub>(SO<sub>4</sub>)<sub>2</sub>F<sub>2</sub>Cl","Na Ba Y C O H S F Cl","IMA1991-048","","3171","Russia","1991","Approved"," "," ","Khomjakov A P, Polezhaeva L I, Yamnova N A, Pushcharovsky D Y (1992) Mineevite-(Y) - Na_25_Ba(Y,Gd,Dy)_2_(CO_3_)_11_(HCO_3_)_4_(SO_4_)_2_F_2_ - a new mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 121(6), 138-142","hexagonal","363","Na Ba Y C O H S^6+ F Cl"
"Minehillite","Minehillite","Minehillite","(K,Na)2Ca28Zn2+5Al4Si40O112(OH)16","(K,Na)2Ca28Zn5Al4Si40O112(OH)16","(K,Na)_2_Ca_28_Zn^2+^_5_Al_4_Si_40_O_112_(OH)_16_","(K,Na)_2_Ca_28_Zn_5_Al_4_Si_40_O_112_(OH)_16_","(K,Na)<sub>2</sub>Ca<sub>28</sub>Zn<sup>2+</sup><sub>5</sub>Al<sub>4</sub>Si<sub>40</sub>O<sub>112</sub>(OH)<sub>16</sub>","(K,Na)<sub>2</sub>Ca<sub>28</sub>Zn<sub>5</sub>Al<sub>4</sub>Si<sub>40</sub>O<sub>112</sub>(OH)<sub>16</sub>","K Na Ca Zn Al Si O H","IMA1983-001","","3172","USA","1983","Approved","Gyrolite","reyerite","Dunn P J, Peacor D R, Leavens P B, Wicks F J (1984) Minehillite, a new layer silicate from Franklin, New Jersey, related to reyerite and truscottite, American Mineralogist 69, 1150-1155","hexagonal","1349","K Na Ca Zn^2+ Al Si O H"
"Minnesotaite","Minnesotaite","Minnesotaite","Fe2+3Si4O10(OH)2","Fe2+3Si4O10(OH)2","Fe^2+^_3_Si_4_O_10_(OH)_2_","Fe^2+^_3_Si_4_O_10_(OH)_2_","Fe<sup>2+</sup><sub>3</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>","Fe<sup>2+</sup><sub>3</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>","Fe Si O H","","","3175","USA","1944","Grandfathered|Approved","Talc","talc","Gruner J W (1944) The composition and structure of minnesotaite, a common iron silicate in iron formations, American Mineralogist 29, 363-372","triclinic","3411","Fe^2+ Si O H"
"Minrecordite","Minrecordite","Minrecordite","CaZn2+(CO3)2","CaZn(CO3)2","CaZn^2+^(CO_3_)_2_","CaZn(CO_3_)_2_","CaZn<sup>2+</sup>(CO<sub>3</sub>)<sub>2</sub>","CaZn(CO<sub>3</sub>)<sub>2</sub>","Ca Zn C O","IMA1980-096","","3176","Namibia","1980","Approved","Dolomite","dolomite","Garavelli C G, Vurro F, Fioravanti G C (1982) Minrecordite a new mineral from Tsumeb, The Mineralogical Record 13, 131-136","hexagonal","541","Ca Zn^2+ C O"
"Miserite","Miserite","Miserite","K1.5-x(Ca,Y,REE)5[Si6O15][Si2O7](OH,F)2·yH2O","K1.5-x(Ca,Y,REE)5[Si6O15][Si2O7](OH,F)2·yH2O","K_1.5-x_(Ca,Y,REE)_5_[Si_6_O_15_][Si_2_O_7_](OH,F)_2_·yH_2_O","K_1.5-x_(Ca,Y,REE)_5_[Si_6_O_15_][Si_2_O_7_](OH,F)_2_·yH_2_O","K<sub>1.5-x</sub>(Ca,Y,REE)<sub>5</sub>[Si<sub>6</sub>O<sub>15</sub>][Si<sub>2</sub>O<sub>7</sub>](OH,F)<sub>2</sub>·yH<sub>2</sub>O","K<sub>1.5-x</sub>(Ca,Y,REE)<sub>5</sub>[Si<sub>6</sub>O<sub>15</sub>][Si<sub>2</sub>O<sub>7</sub>](OH,F)<sub>2</sub>·yH<sub>2</sub>O","K Ca Y REE Si O H F","","R060095 R060393","3179","USA","1950","Grandfathered|Approved"," "," ","Schaller W T (1950) Miserite from Arkansas; a renaming of natroxonotlite, American Mineralogist 35, 911-921","triclinic","1240","K Ca Y REE Si O H F"
"Mohite","Mohite","Mohite","Cu2SnS3","Cu2SnS3","Cu_2_SnS_3_","Cu_2_SnS_3_","Cu<sub>2</sub>SnS<sub>3</sub>","Cu<sub>2</sub>SnS<sub>3</sub>","Cu Sn S","IMA1981-015","","3188","Uzbekistan","1981","Approved"," "," ","Kovalenker V A, Malov V S, Evstigneeva T L, Vyal´sov L N (1982) Mohite, Cu_2_SnS_3_, a new sulfide of tin and copper, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 111(1), 110-114","triclinic","305","Cu Sn S"
"Moissanite","Moissanite","Moissanite","SiC","SiC","SiC","SiC","SiC","SiC","Si C","","R061083 R110106 R150016","3190","USA (meteorite)","1905","Grandfathered|Approved","Wurtzite"," ","Kunz G F (1905) Moissanite, a natural silicon carbide, American Journal of Science 19, 396-397","hexagonal|cubic","4620","Si C"
"Molybdenite","Molybdenite","Molybdenite","Mo4+S2-2","MoS2","Mo^4+^S^2-^_2_","MoS_2_","Mo<sup>4+</sup>S<sup>2-</sup><sub>2</sub>","MoS<sub>2</sub>","Mo S","","R050209 R060124","3192","unknown","1796","Grandfathered|Approved","Molybdenite","molybdenite","Kirwan R (1796) Chapter XIX. Molybdenite, in Elements of Mineralogy, Volume 2, P. Elmsly (London) 319-323","hexagonal","4567.61","Mo^4+ S^2-"
"Molybdophyllite","Molybdophyllite","Molybdophyllite","Pb2+8Mg9[Si10O30(OH)8(CO3)3]·H2O","Pb8Mg9[Si10O28(OH)8O2(CO3)3]·H2O","Pb^2+^_8_Mg_9_[Si_10_O_30_(OH)_8_(CO_3_)_3_]·H_2_O","Pb_8_Mg_9_[Si_10_O_28_(OH)_8_O_2_(CO_3_)_3_]·H_2_O","Pb<sup>2+</sup><sub>8</sub>Mg<sub>9</sub>[Si<sub>10</sub>O<sub>30</sub>(OH)<sub>8</sub>(CO<sub>3</sub>)<sub>3</sub>]·H<sub>2</sub>O","Pb<sub>8</sub>Mg<sub>9</sub>[Si<sub>10</sub>O<sub>28</sub>(OH)<sub>8</sub>O<sub>2</sub>(CO<sub>3</sub>)<sub>3</sub>]·H<sub>2</sub>O","Pb Mg Si O H C","","R070222","3196","Sweden","1901","Grandfathered|Approved","Molybdophyllite"," ","Flink G (1901) Mineralogische notizen. 4. Molybdophyllit, ein neues Mineral von Långbanshyttan in Wermland, Schweden, Bulletin of the Geological Institution of the University of Upsala 5, 81-96

Chemical formula revised from Pb_2_Mg_2_Si_2_O_7_(OH)_2_:
Kolitsch U, Merlino S, Holtstam D (2012) Molybdophyllite: crystal chemistry, crystal structure, OD character and modular relationships with britvinite, Mineralogical Magazine 76, 493-512","monoclinic|triclinic","1898","Pb^2+ Mg Si O H C"
"Monazite-(Ce)","Monazite-(Ce)","Monazite-(Ce)","CePO4","Ce(PO4)","CePO_4_","Ce(PO_4_)","CePO<sub>4</sub>","Ce(PO<sub>4</sub>)","Ce P O","IMA1996 s.p.","R040106 R060925 R120081 R120146","3198","Russia","1829","Approved|Renamed","Monazite","monazite","Breithaupt A (1829) Neue krystallographische Bestimmung und mineralogische Charakteristik verschiedener Mineralspecien, II. Ueber den Monazit, eine neue Specie des Mineral-Reichs, Journal für Chemie und Physik 55, 296-306

Name changed from monazite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","monoclinic","2816","Ce P O"
